key,Race,Date,distance_km,elevation_gain_m,key_race,finishers,winner_hours,top3_median_hours,km_effort,vertical_share,elite_equivalent_speed
5924,ULTRA ANNIVERSARY RACE 2017 - 50K,20 August 2017,50.3,410,5924,87,5.2572222222222225,5.520555555555555,54.4,0.07536764705882353,9.85408070846332
5925,ULTRA ANNIVERSARY RACE 2017 - ULTRA ANNIVERSARY RACE 70K,20 August 2017,70.4,400,5925,42,7.804166666666666,7.913055555555555,74.4,0.05376344086021505,9.40218345210096
5926,GLENBROOK MARATHON 2017,20 August 2017,42.2,400,5926,82,2.8072222222222223,3.0747222222222224,46.2,0.08658008658008658,15.025747583340863
5928,TRANS SCANIA 2017,11 August 2017,233.1,2670,5928,14,31.615833333333335,35.505138888888894,259.8,0.10277136258660508,7.317250632733133
5929,CHONGLI100 ULTRA SKY TRAIL CHALLENGE 2017 - 168 KM,11 August 2017,165.4,7370,5929,31,28.778055555555557,34.715555555555554,239.10000000000002,0.3082392304475115,6.8874023812572025
5930,FORCE 12 EVENTS 2017 - BEACONS 100,11 August 2017,162.6,6730,5930,5,31.490555555555556,34.21722222222222,229.89999999999998,0.2927359721618095,6.718838791381858
5931,FAT DOG TRAIL RACE 2017 - 120 MILE,11 August 2017,194.8,9080,5931,105,26.916944444444443,27.83888888888889,285.6,0.3179271708683473,10.259030133705847
5932,BUKOVEL 160 ULTRATRAIL 2017 - NESAMOWITIJ KHOMIAK,11 August 2017,193.9,10440,5932,7,36.11666666666667,39.76138888888889,298.3,0.3499832383506537,7.502253023242817
5933,SIERRA ANDINA MOUNTAIN TRAIL 2017 - LLANGANUCO LAKES 13K,11 August 2017,13.3,330,5933,36,1.0591666666666666,1.0655555555555556,16.6,0.19879518072289154,15.578727841501564
5934,SIERRA ANDINA MOUNTAIN TRAIL 2017 - PISCO 30K,11 August 2017,30.0,1600,5934,28,3.313888888888889,3.9269444444444446,46.0,0.34782608695652173,11.713942137652968
5935,BIGFOOT ENDURANCE RUNS 2017 - BIGFOOT 200,11 August 2017,300.9,11390,5935,78,55.816944444444445,60.84777777777778,414.79999999999995,0.27459016393442626,6.817011485857239
5936,THE RAT 2017 - 64 MILE,12 August 2017,100.2,3230,5936,71,12.065277777777778,12.066944444444445,132.5,0.24377358490566037,10.980410211551298
5937,STOUR VALLEY PATH 100KM ULTRA RUN 2017,12 August 2017,100.8,800,5937,67,9.402777777777779,10.652777777777779,108.8,0.07352941176470588,10.213298565840939
5938,ULTRA DEL NORDESTE 2017 - ULTRA POR EQUIPOS (78 KM) - TRAMO 1,12 August 2017,21.7,1330,5938,18,2.167777777777778,2.1680555555555556,35.0,0.38,16.143497757847534
5939,GORCE ULTRA-TRAIL 2017 - ULTRA-TRAIL® 80 KM,12 August 2017,78.7,3520,5939,82,8.467777777777778,9.319166666666666,113.9,0.3090430201931519,12.222122865063044
5940,GORCE ULTRA-TRAIL 2017 - ULTRA-TRAIL® 40 KM,12 August 2017,39.0,1630,5940,188,3.4175,4.072777777777778,55.3,0.29475587703435807,13.577956622561723
5941,GORCE ULTRA-TRAIL 2017 - ULTRA-TRAIL® 102,12 August 2017,101.4,4240,5941,32,11.671388888888888,11.966666666666667,143.8,0.2948539638386648,12.016713091922007
5942,YANG YANG KOREA INTERNATIONAL TRAILRUN 2017,12 August 2017,100.3,3800,5942,118,9.783333333333333,11.3,138.3,0.27476500361532896,12.238938053097346
5943,CHONGLI100 ULTRA SKY TRAIL CHALLENGE 2017 - 110 KM,12 August 2017,108.0,4960,5943,121,16.07777777777778,16.308055555555555,157.6,0.3147208121827411,9.663935682774362
5944,CHONGLI100 ULTRA SKY TRAIL CHALLENGE 2017 - 25 KM,12 August 2017,24.1,990,5944,402,3.0194444444444444,3.1558333333333333,34.0,0.2911764705882353,10.773699498283602
5945,TRAIL DES FANTOMES 2017 - 100 KM,12 August 2017,100.0,3080,5945,69,10.292222222222222,11.570833333333333,130.8,0.23547400611620795,11.304285199855961
5946,TRAIL DES FANTOMES 2017 - 27 KM,12 August 2017,27.7,1080,5946,340,2.1683333333333334,2.178888888888889,38.5,0.28051948051948056,17.66955634880163
5947,THE MAGALIESBERG CHALLENGE 2017 - 50 KM,12 August 2017,51.9,1760,5947,20,5.189722222222223,5.476111111111111,69.5,0.25323741007194245,12.691488282438876
5948,THE MAGALIESBERG CHALLENGE 2017 - 36 KM,12 August 2017,34.1,850,5948,174,3.32,3.7605555555555554,42.6,0.19953051643192488,11.328113458413355
5949,IRBIS RACE 2017 - 50K,12 August 2017,47.4,2630,5949,85,6.189166666666667,6.191944444444444,73.7,0.3568521031207598,11.902561571934863
5950,FAT DOG TRAIL RACE 2017 - 70 MILE,12 August 2017,111.3,3830,5950,42,15.092777777777778,15.533333333333333,149.6,0.25601604278074863,9.630901287553648
5951,FAT DOG TRAIL RACE 2017 - 50 MILE,12 August 2017,77.7,3150,5951,31,9.647777777777778,10.027222222222223,109.2,0.28846153846153844,10.890354036234694
5952,ALADAGLAR SKY TRAIL 2017,12 August 2017,47.4,3500,5952,77,6.575,7.0275,82.4,0.42475728155339804,11.725364638918535
5953,BUKOVEL 160 ULTRATRAIL 2017 - DOVGA VOROZHESKA,12 August 2017,48.5,2610,5953,14,7.683333333333334,8.066666666666666,74.6,0.3498659517426274,9.24793388429752
5954,INOV-8 HOSTYNSKA OSMA 2017 - 50K,12 August 2017,65.9,3020,5954,336,5.628611111111111,6.479444444444445,96.10000000000001,0.31425598335067634,14.831518477235702
5955,TRAIL DES HAUTS FORTS 2017 - 51KM,12 August 2017,50.9,3890,5955,95,5.792777777777777,5.8372222222222225,89.8,0.43318485523385303,15.384029694489387
5956,TRAIL DES HAUTS FORTS 2017 - 23 KM,12 August 2017,23.2,1920,5956,416,2.4230555555555555,2.4580555555555557,42.4,0.4528301886792453,17.249406712622893
5957,TRAIL DES HAUTS FORTS 2017 - RELAIS 2 - 20 KM,12 August 2017,20.3,1740,5957,13,2.562777777777778,2.651111111111111,37.7,0.46153846153846145,14.220452640402348
5958,CHUDY WAWRZYNIEC 2017 - 50 KM,12 August 2017,52.9,2130,5958,298,4.915555555555556,5.183333333333334,74.2,0.28706199460916443,14.315112540192926
5959,CHUDY WAWRZYNIEC 2017 - CHUDY WAWRZYNIEC - 80KM,12 August 2017,83.7,3230,5959,139,9.538611111111111,9.975277777777778,116.0,0.27844827586206894,11.628748851326892
5960,BUKOVEL 160 ULTRATRAIL 2017 - PETROS-KVAS,12 August 2017,83.0,4000,5960,15,15.05,15.183333333333334,123.0,0.3252032520325203,8.100987925356751
5961,ULTRA DEL NORDESTE 2017 - ULTRA (78 KM),12 August 2017,79.0,5220,5961,48,11.383611111111112,11.4,131.2,0.39786585365853666,11.50877192982456
5962,ULTRA DEL NORDESTE 2017 - MEDIA (24 KM),12 August 2017,25.1,1510,5962,203,2.4816666666666665,2.5069444444444446,40.2,0.37562189054726364,16.03545706371191
5963,ULTRA DEL NORDESTE 2017 - ULTRA POR EQUIPOS (78 KM) - TRAMO 2,12 August 2017,27.0,1940,5963,18,3.0613888888888887,3.0825,46.4,0.41810344827586204,15.052716950527168
5964,ULTRA DEL NORDESTE 2017 - ULTRA POR EQUIPOS (78 KM) - TRAMO 3,12 August 2017,30.2,1900,5964,18,3.0522222222222224,3.595,49.2,0.3861788617886179,13.68567454798331
5965,INTERNATIONAL ULTRA-TRAIL DASHANBAO 2017 - 100KM,12 August 2017,104.4,3940,5965,97,13.004166666666666,13.976111111111111,143.8,0.2739916550764951,10.288985173112852
5966,INTERNATIONAL ULTRA-TRAIL DASHANBAO 2017 - 50KM SOLO,12 August 2017,49.9,2030,5966,203,5.567222222222222,5.5675,70.2,0.28917378917378916,12.608890884598114
5967,INTERNATIONAL ULTRA-TRAIL DASHANBAO 2017 - 30KM SOLO,12 August 2017,31.4,1070,5967,109,3.2905555555555557,3.5730555555555554,42.099999999999994,0.25415676959619954,11.782632356370986
5968,INTERNATIONAL ULTRA-TRAIL DASHANBAO 2017 - 50KM TEAM,12 August 2017,49.9,2030,5968,14,7.416388888888889,7.983055555555556,70.2,0.28917378917378916,8.793625387104631
5969,SIERRA ANDINA MOUNTAIN TRAIL 2017 - SANTA CRUZ 45K,12 August 2017,46.5,1810,5969,19,4.411666666666667,4.835,64.6,0.28018575851393196,13.360910031023783
5970,BERRY LONG RUN 2017 - 70KM,12 August 2017,69.6,1850,5970,36,6.161111111111111,6.4655555555555555,88.1,0.20998864926220207,13.626052586355042
5971,MERIBEL TRAIL 2017 - 46 KM,12 August 2017,45.7,3570,5971,103,5.891388888888889,6.025277777777778,81.4,0.43857493857493857,13.509750587801392
5972,INOV-8 HOSTYNSKA OSMA 2017 - 50K - TEAM,12 August 2017,65.9,3020,5972,194,7.267222222222222,7.6825,96.10000000000001,0.31425598335067634,12.508948909860072
5973,TRAIL DES HAUTS FORTS 2017 - RELAIS 1 - 30 KM,12 August 2017,30.5,2160,5973,13,3.3055555555555554,3.306111111111111,52.1,0.4145873320537428,15.758696017476055
5974,MERIBEL TRAIL 2017 - 23 KM,13 August 2017,24.1,1600,5974,245,2.2430555555555554,2.4330555555555557,40.1,0.399002493765586,16.481333485557712
5975,GORCE ULTRA-TRAIL 2017 - OCHOTNICA CHALLENGE 20 KM,13 August 2017,19.8,960,5975,154,1.6575,1.6802777777777778,29.4,0.326530612244898,17.49710695982807
5976,ULTRA TRILHOS ROCHA DA PENA 2017,13 August 2017,47.5,2190,5976,111,4.521944444444444,4.567777777777778,69.4,0.3155619596541786,15.193383604962298
5977,CHONGLI100 ULTRA SKY TRAIL CHALLENGE 2017 - 65 KM,13 August 2017,64.3,2940,5977,321,8.651111111111112,9.678055555555556,93.69999999999999,0.31376734258271083,9.681696851410694
5978,TRAIL DES FANTOMES 2017 - 33 KM,13 August 2017,33.0,1210,5978,379,3.051111111111111,3.161111111111111,45.1,0.26829268292682923,14.267135325131811
5979,TRAIL DES FANTOMES 2017 - 48 KM,13 August 2017,49.5,1510,5979,210,4.964722222222222,5.026111111111111,64.6,0.23374613003095976,12.85287940753841
5980,X DESAFÍO HUAROCHIRÍ - 3RA FECHA 2017 - 08K,13 August 2017,8.4,570,5980,194,0.7769444444444444,0.8097222222222222,14.100000000000001,0.40425531914893614,17.413379073756435
5981,X DESAFÍO HUAROCHIRÍ - 3RA FECHA 2017 - 25K,13 August 2017,24.4,1630,5981,164,2.2269444444444444,2.348888888888889,40.7,0.4004914004914005,17.327341532639547
5982,YANG YANG KOREA INTERNATIONAL TRAILRUN 2017 - 60KM,13 August 2017,63.2,2260,5982,21,5.066666666666666,5.3,85.80000000000001,0.26340326340326337,16.188679245283023
5983,TRAIL DEL MOIXERÓ 2017 - XTRAIL 17K,13 August 2017,17.3,940,5983,255,1.5266666666666666,1.5544444444444445,26.700000000000003,0.35205992509363293,17.176554681915654
5984,TRAIL DEL MOIXERÓ 2017 - XTRAIL 39K,13 August 2017,38.2,2420,5984,252,3.9680555555555554,4.0,62.400000000000006,0.3878205128205128,15.600000000000001
5985,JADOVNIK ULTRA 2017 - JADOVNIČKIH 111KM,12 August 2017,110.8,4500,5985,21,14.690277777777778,17.83138888888889,155.8,0.2888318356867779,8.737401274282243
5986,ULTRA MAZURY 2017 - ULTRA MAZURY U10,12 August 2017,10.4,220,5986,139,0.7561111111111111,0.7611111111111111,12.600000000000001,0.1746031746031746,16.55474452554745
5987,ULTRA MAZURY 2017 - U70,12 August 2017,69.6,920,5987,96,5.414444444444444,6.215833333333333,78.8,0.11675126903553298,12.677302587478215
5988,TRAIL CHALLENGE SERIES 2017 - TRAIL CHALLENGE SERIES (LA RINCINADA),12 August 2017,35.0,940,5988,21,2.9077777777777776,3.470833333333333,44.4,0.21171171171171171,12.792316926770708
5989,ULTRA MAZURY 2017 - U100,12 August 2017,102.0,1080,5989,80,8.941944444444445,9.262222222222222,112.8,0.09574468085106384,12.178502879078694
5990,ULTRA TRAIL VICTORIA 2017,12 August 2017,50.9,2370,5990,60,4.597777777777778,4.826944444444444,74.6,0.31769436997319034,15.454911664844335
5991,TRAIL ALPIN DU GRAND BEC RAIDLIGHT 2017 - 14KM,13 August 2017,14.0,540,5991,59,1.0691666666666666,1.0744444444444445,19.4,0.2783505154639176,18.055842812823162
5992,TRAIL ALPIN DU GRAND BEC RAIDLIGHT 2017 - 30KM,13 August 2017,30.0,1770,5992,64,2.7394444444444446,2.941666666666667,47.7,0.3710691823899371,16.21529745042493
5993,SIERRE-ZINAL 2017,13 August 2017,30.0,2310,5993,1226,2.5516666666666667,2.555277777777778,53.1,0.4350282485875706,20.78051962169801
5994,SIERRE-ZINAL 2017 - SIERRE-ZINAL JUNIOR,13 August 2017,19.3,700,5994,193,1.3755555555555556,1.3763888888888889,26.3,0.2661596958174905,19.107971745711403
5996,AMNE MACHIN SNOW MOUNTAIN TRAIL RUNNING 2017 - 50 KM,2 August 2017,52.7,1070,5996,40,6.809166666666667,6.809444444444445,63.400000000000006,0.16876971608832805,9.310598025618015
5997,MONGOLIA SUNRISE TO SUNSET 2017 - 100K,2 August 2017,102.4,1820,5997,7,13.716666666666667,13.85,120.60000000000001,0.1509121061359867,8.707581227436824
5998,ELBRUS WORLD RACE 2017 - ELBRUS MOUNTAIN RACE,3 August 2017,111.2,5430,5998,40,21.115555555555556,23.185833333333335,165.5,0.3280966767371601,7.137979369586313
5999,SKYRUNFEST 2017,4 August 2017,68.7,4190,5999,66,8.675555555555556,9.336666666666666,110.6,0.37884267631103075,11.845769368082827
6000,OURAY 100 MILE ENDURANCE RUN 2017 - 100 MILE,4 August 2017,167.2,11420,6000,22,30.766666666666666,32.75,281.4,0.40582800284292825,8.59236641221374
6001,THE ROUND READING ULTRA 2017 - 100 KM,5 August 2017,100.9,320,6001,16,9.359722222222222,10.811111111111112,104.10000000000001,0.03073967339097022,9.628982528263103
6002,ENDURE DYNAFIT TRAIL 2017 - 25K,5 August 2017,25.4,370,6002,70,2.141388888888889,2.1777777777777776,29.099999999999998,0.12714776632302408,13.362244897959183
6003,ENDURE DYNAFIT TRAIL 2017 - 50K,5 August 2017,50.8,750,6003,26,4.567777777777778,5.121388888888889,58.3,0.12864493996569468,11.38363074252861
6004,ENDURE DYNAFIT TRAIL 2017 - 100K,5 August 2017,101.9,2090,6004,6,11.80888888888889,13.106388888888889,122.80000000000001,0.17019543973941365,9.369476294428079
6005,CENTURION NORTH DOWNS WAY 100 2017,5 August 2017,170.2,3490,6005,147,16.65861111111111,17.88888888888889,205.1,0.17016089712335447,11.465217391304348
6006,FJÄLLMARATONVECKAN ÅREFJÄLLEN 2017 - FJÄLLMARATON 43K,5 August 2017,43.3,1670,6006,749,3.5525,3.64,60.0,0.2783333333333333,16.483516483516482
6007,DIRNDLTAL EXTREM ULTRATRAIL 2017 - ULTRAMARATHON,5 August 2017,111.6,4270,6007,41,14.333333333333334,14.491666666666667,154.3,0.2767336357744653,10.64749856239218
6008,ELBRUS WORLD RACE 2017 - TRAIL,5 August 2017,33.5,2180,6008,248,3.803611111111111,4.373611111111111,55.3,0.39421338155515373,12.644013972689743
6009,ELBRUS WORLD RACE 2017 - MARATHON,5 August 2017,45.5,3250,6009,77,5.981944444444444,6.006666666666667,78.0,0.4166666666666667,12.985571587125415
6010,ELBRUS WORLD RACE 2017 - ULTRA,5 August 2017,57.7,4460,6010,88,7.2316666666666665,7.763888888888889,102.30000000000001,0.43597262952101656,13.176386404293382
6011,ELBRUS WORLD RACE 2017 - 11K,5 August 2017,10.7,1700,6011,264,1.6575,1.7819444444444446,27.7,0.6137184115523466,15.544816835541697
6012,PITZ ALPINE GLACIER TRAIL 2017 - PITZ 85,5 August 2017,93.1,5260,6012,24,15.076944444444445,15.4975,145.7,0.361015785861359,9.401516373608645
6013,PITZ ALPINE GLACIER TRAIL 2017 - PITZ 42 - RIFFLSEE,5 August 2017,42.2,2360,6013,45,5.068333333333333,5.068333333333333,65.80000000000001,0.35866261398176286,12.982571522525488
6014,PITZ ALPINE GLACIER TRAIL 2017 - PITZ 42 - GLACIER,5 August 2017,42.6,3170,6014,161,6.165555555555556,6.176944444444445,74.3,0.4266487213997308,12.028600980348068
6015,PITZ ALPINE GLACIER TRAIL 2017 - PITZ 15,5 August 2017,15.4,740,6015,159,1.5544444444444445,1.5847222222222221,22.8,0.32456140350877194,14.387379491673972
6016,PITZ ALPINE GLACIER TRAIL 2017 - PITZ 26,5 August 2017,26.8,1390,6016,202,3.0372222222222223,3.053888888888889,40.7,0.3415233415233415,13.327269419683464
6017,PITZ ALPINE GLACIER TRAIL 2017 - PITZ 100 - SHORTEN,5 August 2017,93.1,5280,6017,44,13.916944444444445,14.2625,145.89999999999998,0.3618917066483893,10.229623137598596
6018,CESIS ECO TRAIL 2017 - 114 KM,5 August 2017,116.1,2220,6018,60,10.272222222222222,10.300277777777778,138.29999999999998,0.16052060737527116,13.426822361856475
6019,CESIS ECO TRAIL 2017 - 42 KM,5 August 2017,42.1,920,6019,98,3.2044444444444444,3.263888888888889,51.3,0.1793372319688109,15.717446808510637
6020,VOLCANIC 50K - MT ST-HELENS 2017 - 50K,5 August 2017,51.7,1990,6020,179,5.683333333333334,5.728888888888889,71.6,0.2779329608938548,12.498060512024823
6021,OURAY 100 MILE ENDURANCE RUN 2017 - 50 MILE,5 August 2017,81.7,6860,6021,17,14.4,14.6,150.3,0.45642049234863596,10.294520547945206
6022,RUCO ULTRA-TRAIL® 2017 - 100 KM,5 August 2017,101.7,6940,6022,15,16.676944444444445,17.426111111111112,171.10000000000002,0.40561075394506135,9.818599164727262
6023,DEVIL O' THE HIGHLANDS 2017,5 August 2017,70.9,1810,6023,228,5.2058333333333335,5.520833333333333,89.0,0.20337078651685395,16.120754716981132
6024,SILVERHEELS ENDURANCE RUN 2017 - 100 MILE,5 August 2017,168.2,5470,6024,11,31.783333333333335,31.816666666666666,222.89999999999998,0.24540152534768958,7.005762179151388
6025,THE ROUND READING ULTRA 2017 - 50 KM,5 August 2017,50.4,160,6025,94,4.19,4.2175,52.0,0.03076923076923077,12.329579134558386
6026,BUTS IRUÑEA DONOSTIA 2017 - 120 KM,5 August 2017,122.0,6550,6026,118,15.005,15.214444444444444,187.5,0.34933333333333333,12.323815088001169
6027,HURL ELKHORN ENDURANCE RUNS 2017 - HURL ELKHORN 50 MILE,5 August 2017,85.6,4110,6027,29,10.091944444444444,11.402777777777779,126.69999999999999,0.32438831886345704,11.111327649208281
6028,HURL ELKHORN ENDURANCE RUNS 2017 - HURL ELKHORN 50K,5 August 2017,53.5,2340,6028,84,5.622777777777777,5.999722222222222,76.9,0.3042912873862158,12.817260058336036
6029,HURL ELKHORN ENDURANCE RUNS 2017 - HURL ELKHORN 23K,5 August 2017,23.2,1000,6029,72,2.1225,2.5319444444444446,33.2,0.3012048192771084,13.112452002194185
6030,CM6 2017 - CM6-130KM,5 August 2017,126.5,7030,6030,50,21.907777777777778,25.889722222222222,196.8,0.3572154471544715,7.601472055620528
6031,CM6 2017 - CM6-70KM,5 August 2017,74.4,4120,6031,74,9.948611111111111,11.766666666666667,115.60000000000001,0.356401384083045,9.824362606232295
6032,BLDJ100 2017 - 60K,5 August 2017,62.2,2090,6032,83,7.86,7.8625,83.1,0.25150421179302046,10.569157392686805
6033,BLDJ100 2017 - 30K,5 August 2017,33.9,1140,6033,71,3.7058333333333335,3.7472222222222222,45.3,0.25165562913907286,12.088954781319496
6034,BLDJ100 2017 - 50K,5 August 2017,63.3,2240,6034,113,7.969722222222222,8.2875,85.69999999999999,0.2613768961493582,10.340874811463046
6035,BLACK DIAMOND - YINHU MOUNTAIN NIGHT CHALLENGE 2017 - EXPERIENCE GROUP（12KM）,5 August 2017,11.5,420,6035,31,1.0272222222222223,1.2008333333333334,15.7,0.267515923566879,13.074253990284523
6036,BLACK DIAMOND - YINHU MOUNTAIN NIGHT CHALLENGE 2017 - FULL COURSE GROUP（27KM）,5 August 2017,26.4,870,6036,139,2.9880555555555555,3.1119444444444446,35.099999999999994,0.24786324786324787,11.27912166384004
6037,VYCHODNIARSKA STOVKA 2017,5 August 2017,131.5,5100,6037,34,19.161944444444444,19.161944444444444,182.5,0.27945205479452057,9.524085644289173
6038,THE CANADIAN DEATH RACE 2017,5 August 2017,125.5,5180,6038,98,14.440277777777778,14.547777777777778,177.3,0.29216018048505354,12.187428396853281
6039,EDF CENIS TOUR 2017 - TRAIL ROUGE,6 August 2017,44.2,2360,6039,159,4.3052777777777775,4.835277777777778,67.80000000000001,0.34808259587020646,14.021945194462
6040,EDF CENIS TOUR 2017 - TRAIL NOIR,6 August 2017,72.2,3370,6040,103,7.828333333333333,7.9688888888888885,105.9,0.31822474032105763,13.289180145008368
6041,EDF CENIS TOUR 2017 - TRAIL BLEU,6 August 2017,25.9,1480,6041,200,2.4541666666666666,2.4969444444444444,40.7,0.36363636363636365,16.299922127044166
6042,UBAYE TRAIL SALOMON 2017,6 August 2017,41.2,2600,6042,432,3.887777777777778,3.901111111111111,67.2,0.38690476190476186,17.225861577898034
6043,X-TRAIL COURCHEVEL 2017 - 54 KM,6 August 2017,53.4,4010,6043,225,6.398888888888889,7.150277777777778,93.5,0.4288770053475936,13.076415057690065
6044,X-TRAIL COURCHEVEL 2017 - 33 KM,6 August 2017,31.5,1880,6044,187,3.025,3.225277777777778,50.3,0.3737574552683897,15.595555938334337
6045,X-TRAIL COURCHEVEL 2017 - 21 KM,6 August 2017,21.1,1270,6045,170,2.088611111111111,2.113888888888889,33.8,0.37573964497041423,15.989487516425754
6046,X-TRAIL COURCHEVEL 2017 - 11 KM,6 August 2017,11.2,580,6046,109,0.9311111111111111,1.001111111111111,17.0,0.3411764705882353,16.9811320754717
6047,RUCO ULTRA-TRAIL® 2017 - 30 KM,6 August 2017,30.6,2460,6047,98,3.9805555555555556,4.018611111111111,55.2,0.44565217391304346,13.736089030206678
6048,RUCO ULTRA-TRAIL® 2017 - 60 KM,6 August 2017,62.2,4350,6048,25,10.748888888888889,11.08388888888889,105.7,0.41154210028382215,9.536364092025462
6049,CM6 2017 - CM6-20KM,6 August 2017,20.3,1010,6049,129,2.5619444444444444,2.7155555555555555,30.4,0.33223684210526316,11.194762684124386
6050,CM6 2017 - CM6-40KM,6 August 2017,44.9,2130,6050,140,5.145833333333333,5.148888888888889,66.2,0.3217522658610272,12.857142857142858
6051,ULTRA-TRAIL® VITOSHA 2017 - CHEPELARSKI TARKALA,6 August 2017,86.2,2950,6051,13,8.267777777777777,8.894166666666667,115.7,0.2549697493517718,13.008526187576127
6052,CURSA VISTABELLA 2017 - 27K,6 August 2017,27.1,1400,6052,581,2.3022222222222224,2.3205555555555555,41.1,0.340632603406326,17.711276035432128
6053,ANGELES CREST 100 MILE ENDURANCE RUN 2017,5 August 2017,152.6,7220,6053,114,20.07,20.226388888888888,224.8,0.3211743772241993,11.114193504085698
6054,RCS SOX 2017,5 August 2017,80.0,1710,6054,60,7.0375,7.716388888888889,97.1,0.1761071060762101,12.583606321321861
6055,KAT'CINA MOSA 100K MOUNTAIN RUN 2017 - 100K,5 August 2017,98.7,4290,6055,41,12.807777777777778,13.324166666666667,141.6,0.3029661016949153,10.62730627306273
6056,APTR ULTRA DE OURO PRETO 2017 - 55K,5 August 2017,60.1,2250,6056,33,5.824166666666667,5.9775,82.6,0.27239709443099275,13.818485989125888
6057,STANDHOPE ULTRA CHALLENGE 2017 - STANDHOPE - 60KM,5 August 2017,61.1,3110,6057,48,7.593055555555556,8.112222222222222,92.2,0.33731019522776573,11.365566360772497
6058,STANDHOPE ULTRA CHALLENGE 2017 - 30K,5 August 2017,30.0,1500,6058,52,2.936111111111111,3.193888888888889,45.0,0.3333333333333333,14.089406853365801
6059,APTR ULTRA DE OURO PRETO 2017 - 25K,5 August 2017,26.2,960,6059,50,2.609722222222222,2.6577777777777776,35.8,0.2681564245810056,13.46989966555184
6060,MOOSALAUMO ULTRA 2017,5 August 2017,57.9,1620,6060,47,5.927222222222222,5.970555555555555,74.1,0.21862348178137653,12.410905368940169
6061,JAWADHU HILLS ULTRA 2017 - 100K,6 August 2017,100.5,1790,6061,19,10.884722222222223,11.173333333333334,118.4,0.1511824324324324,10.596658711217184
6062,JAWADHU HILLS ULTRA 2017 - 50K,6 August 2017,50.1,890,6062,80,4.690833333333333,5.072777777777778,59.0,0.15084745762711865,11.63070857518344
6063,JAWADHU HILLS ULTRA 2017 - 75K,6 August 2017,75.4,1220,6063,21,7.997777777777777,11.178055555555556,87.60000000000001,0.13926940639269403,7.836783380134689
6064,TRAIL DU VAL D'HEURE 2017 - TRAIL'HEURE,6 August 2017,56.5,1660,6064,63,4.485555555555556,4.605833333333333,73.1,0.22708618331053354,15.871177854170435
6065,TRAIL DU VAL D'HEURE 2017 - TRAIL'HEURE LIGHT,6 August 2017,36.4,1140,6065,162,2.786388888888889,2.811111111111111,47.8,0.2384937238493724,17.00395256916996
6066,CHAMPIONNAT DU CANIGO 2017,6 August 2017,21.0,1250,6066,804,1.7255555555555555,1.7555555555555555,33.5,0.373134328358209,19.082278481012658
6068,ULTRA BOUCLE DES BUTTES CHAUMONT 2017 - HIPSTER 30K,26 July 2017,30.1,890,6068,31,2.5605555555555557,2.566666666666667,39.0,0.22820512820512823,15.194805194805193
6069,MONTEROSA WALSER TRAIL 2017 - ENDURANCE TRAIL 114,27 July 2017,114.4,8240,6069,69,18.739722222222223,19.815277777777776,196.8,0.4186991869918699,9.931730567042827
6070,PT 281 ULTRAMARATHON 2017 - PT 281+,27 July 2017,278.8,5530,6070,22,42.983333333333334,45.53333333333333,334.1,0.16551930559712658,7.3374816983894595
6071,SÜDTIROL ULTRA SKYRACE 2017,28 July 2017,122.4,7350,6071,114,18.553333333333335,19.38888888888889,195.9,0.37519142419601836,10.103724928366763
6072,MONTREUX TRAIL FESTIVAL 2017 - MXTREME 160,28 July 2017,162.6,11530,6072,92,29.594444444444445,29.661944444444444,277.9,0.4148974451241454,9.368907035764119
6073,OROBIE ULTRA-TRAIL® 2017,28 July 2017,139.0,9410,6073,134,23.550555555555555,23.550555555555555,233.1,0.40368940368940365,9.897855676912553
6074,GARMIN RUNFIRE SALT LAKE ULTRA TRAIL 2017 - ULTRA TRAIL,28 July 2017,161.4,610,6074,6,19.17861111111111,22.364166666666666,167.5,0.036417910447761194,7.4896597980400195
6075,LA 6000D LA COURSE DES GÉANTS 2017 - LA 6 DÉCOUVERTE,28 July 2017,10.4,600,6075,358,0.8525,0.8905555555555555,16.4,0.3658536585365854,18.415470991890203
6076,SWISSALPINE DAVOS 2017 - T106,28 July 2017,106.6,5360,6076,16,14.573055555555555,15.209722222222222,160.2,0.33458177278402,10.532736736371106
6077,SWISSALPINE DAVOS 2017 - T133,28 July 2017,133.4,7260,6077,77,17.752222222222223,19.435833333333335,206.0,0.3524271844660194,10.59897954808558
6078,SWISSALPINE DAVOS 2017 - T148,28 July 2017,148.0,7680,6078,13,26.314444444444444,26.759444444444444,224.8,0.34163701067615654,8.400772312994373
6079,SWISSALPINE DAVOS 2017 - T214,28 July 2017,215.0,11580,6079,51,34.73638888888889,37.658055555555556,330.8,0.35006045949214026,8.784309097212489
6080,OROBIE ULTRA-TRAIL® 2017 - BERGAMO URBAN TRAIL,28 July 2017,20.3,650,6080,394,1.4072222222222222,1.4141666666666666,26.8,0.24253731343283583,18.951090159104304
6081,HIGH LONESOME 100 2017 - 100M,28 July 2017,160.2,7710,6081,53,23.48472222222222,23.956944444444446,237.29999999999998,0.324905183312263,9.905269870717142
6082,SÜDTIROL ULTRA SKYRACE 2017 - SÜDTIROL SKY MARATHON,29 July 2017,44.4,2780,6082,208,4.246944444444445,4.292222222222223,72.2,0.3850415512465374,16.821123479161272
