key,Race,Date,distance_km,elevation_gain_m,key_race,finishers,winner_hours,top3_median_hours,km_effort,vertical_share,elite_equivalent_speed
4212,TRANSGRANCANARIA HG 2018 - TRANSGRANCANARIA 360º,21 February 2018,267.0,13080,4212,49,46.59916666666667,53.68694444444444,397.8,0.3288084464555053,7.409622658105374
4213,LA MISIÓN 2018 - 110 KM,22 February 2018,110.2,4320,4213,86,15.388055555555555,19.022222222222222,153.4,0.2816166883963494,8.064252336448599
4214,LA MISIÓN 2018 - 160 KM,22 February 2018,163.9,6810,4214,51,30.538055555555555,35.054722222222225,232.0,0.29353448275862065,6.6182238880480515
4215,LA MISIÓN 2018 - LA MISIÓN XL 200 KM,22 February 2018,201.1,8180,4215,99,31.73361111111111,31.73361111111111,282.9,0.28914810887239306,8.914837930340246
4216,TRANSGRANCANARIA HG 2018 - TRANS GC,23 February 2018,126.9,6550,4216,679,12.702222222222222,12.944166666666666,192.4,0.3404365904365904,14.863838279791413
4217,TRANSGRANCANARIA HG 2018 - MARATÓN,23 February 2018,41.9,660,4217,652,2.8544444444444443,2.9158333333333335,48.5,0.1360824742268041,16.633323806801943
4218,ANTELOPE CANYON 2018 - 100 MILE,23 February 2018,159.5,1740,4218,21,21.926388888888887,22.946666666666665,176.9,0.0983606557377049,7.709180708890181
4219,THE 9 DRAGONS ULTRA 2018 - 50/50,24 February 2018,143.1,8620,4219,46,18.110277777777778,18.308333333333334,229.3,0.3759267335368513,12.524351388256715
4220,THE 9 DRAGONS ULTRA 2018 - 50 MILE,24 February 2018,89.6,5070,4220,35,10.689444444444444,10.717222222222222,140.3,0.3613684960798289,13.091078741381992
4221,ULTRAMARATON ZIELONOGÓRSKI NOWE GRANICE 2018,24 February 2018,103.7,610,4221,144,8.699444444444444,8.873333333333333,109.8,0.05555555555555555,12.374154770848985
4222,TRANSGRANCANARIA HG 2018 - ADVANCED,24 February 2018,63.8,2170,4222,744,5.1177777777777775,5.158611111111111,85.5,0.25380116959064325,16.574228636045447
4223,TRANSGRANCANARIA HG 2018 - STARTER,24 February 2018,29.4,480,4223,613,2.044722222222222,2.0522222222222224,34.199999999999996,0.14035087719298248,16.664861938278285
4224,TRANSGRANCANARIA HG 2018 - PROMO,24 February 2018,17.2,170,4224,281,1.1922222222222223,1.1983333333333333,18.9,0.08994708994708996,15.771905424200279
4225,POWERADE QUIROGA TRAIL CHALLENGE - TRAIL DO CASTELO 2018 - MARATÓN DO CASTELO-LAND,24 February 2018,41.3,2040,4225,115,4.166111111111111,4.558055555555556,61.699999999999996,0.33063209076175043,13.536473886281916
4226,POWERADE QUIROGA TRAIL CHALLENGE - TRAIL DO CASTELO 2018 - TRAIL DO CASTELO,24 February 2018,25.0,1240,4226,202,2.381666666666667,2.4716666666666667,37.4,0.3315508021390375,15.131490222521915
4227,POWERADE QUIROGA TRAIL CHALLENGE - TRAIL DO CASTELO 2018 - MINITRAIL DO CASTELO,24 February 2018,17.1,890,4227,125,1.5075,1.6891666666666667,26.0,0.3423076923076923,15.392205229403059
4228,POWERADE QUIROGA TRAIL CHALLENGE - TRAIL DO CASTELO 2018 - ULTRA-KISSTHEMOUNTAIN,24 February 2018,62.1,3300,4228,149,6.953611111111111,7.353888888888889,95.1,0.3470031545741325,12.931933217496411
4229,COASTAL TRAIL SERIES - NORTHUMBERLAND 2018,24 February 2018,56.4,280,4229,97,4.541666666666667,4.591111111111111,59.199999999999996,0.0472972972972973,12.894482090997094
4230,ULTRA DESAFIO PASSA QUATRO - MG 2018 - UD 80 KM,24 February 2018,80.7,2280,4230,65,7.355,7.790277777777778,103.5,0.22028985507246376,13.285790693528257
4231,ULTRA DESAFIO PASSA QUATRO - MG 2018 - UD 120 KM,24 February 2018,120.0,2710,4231,36,14.80638888888889,15.920277777777779,147.1,0.18422841604350784,9.239788529652957
4232,THY TRAIL MARATHON 2018,24 February 2018,42.9,390,4232,160,3.1955555555555555,3.3944444444444444,46.8,0.08333333333333334,13.787234042553191
4233,TRAIL DE CONIMBRIGA TERRAS DE SICO 2018 - 111 KM,24 February 2018,112.0,3670,4233,267,10.73638888888889,11.005555555555556,148.7,0.24680564895763285,13.511357900050477
4234,"ZENTSUJI MT.GOGAKU ""KUKAI"" TRAIL RUNNING RACE 2018 - 30㎞",24 February 2018,29.5,2180,4234,86,3.3241666666666667,3.6375,51.3,0.42495126705653025,14.103092783505152
4235,ANTELOPE CANYON 2018 - 50 MILE,24 February 2018,76.4,1190,4235,211,7.3405555555555555,7.5136111111111115,88.30000000000001,0.1347678369195923,11.752005619431403
4236,RUN THROUGH THE JUNGLE III 2018 - RTTJ 34K,24 February 2018,34.4,2450,4236,108,4.935555555555555,5.248333333333333,58.9,0.4159592529711375,11.222610352492856
4237,RUN THROUGH THE JUNGLE III 2018 - RTTJ 10K,24 February 2018,10.1,850,4237,75,1.6966666666666668,1.8880555555555556,18.6,0.45698924731182794,9.851405031631602
4238,RUN THROUGH THE JUNGLE III 2018 - RTTJ 17K,24 February 2018,17.4,1260,4238,147,2.218888888888889,2.4477777777777776,30.0,0.42,12.256014525646846
4239,NAVENTURA OURO FINO 2018 - 30KM,24 February 2018,29.1,1120,4239,88,2.964722222222222,3.2447222222222223,40.3,0.27791563275434245,12.42016950603544
4240,UTY ULTRA TRAIL YECLA 2018 - MONASTRELL TRAIL,24 February 2018,58.3,2750,4240,94,5.99,6.1575,85.8,0.32051282051282054,13.934226552984166
4241,PINHOTI 100 2018 - MT CHEAHA,24 February 2018,50.0,1900,4241,178,4.805555555555555,4.924166666666666,69.0,0.2753623188405797,14.012523269588764
4242,THE 9 DRAGONS ULTRA 2018 - 50 KM,25 February 2018,53.5,3550,4242,123,6.745,6.816388888888889,89.0,0.398876404494382,13.056766779412365
4243,TRAIL DE CONIMBRIGA TERRAS DE SICO 2018 - 50 KM,25 February 2018,51.9,1590,4243,305,4.773611111111111,4.782777777777778,67.8,0.2345132743362832,14.175862469508655
4244,TRAIL DE CONIMBRIGA TERRAS DE SICO 2018 - 25 KM,25 February 2018,26.1,1030,4244,805,2.0330555555555554,2.1219444444444444,36.400000000000006,0.28296703296703296,17.154077758868965
4245,4 REFUGIOS 2018 - 3REFUGIOS,25 February 2018,41.9,3060,4245,62,6.734444444444445,7.133611111111111,72.5,0.4220689655172414,10.163155640356685
4246,4 REFUGIOS 2018 - 4REFUGIOSNONSTOP,25 February 2018,45.3,4120,4246,117,6.645833333333333,7.099166666666667,86.5,0.4763005780346821,12.184528700551708
4247,4 REFUGIOS 2018 - 4REFUGIOS NON STOP EQUIPOS,25 February 2018,45.4,4130,4247,16,10.178333333333333,11.495833333333334,86.69999999999999,0.4763552479815456,7.541862993838346
4248,4 REFUGIOS 2018 - 3 REFUGIOS,25 February 2018,41.9,3060,4248,16,10.300555555555556,10.484444444444444,72.5,0.4220689655172414,6.915006358626537
4249,CARRERA POR MONTAÑA SIERRA ELVIRA 2018 - 30 KM,25 February 2018,30.1,2260,4249,285,2.8530555555555557,2.890277777777778,52.7,0.428842504743833,18.233541566554543
4250,OLD GHOST ULTRA 2018,24 February 2018,79.2,3100,4250,209,7.0088888888888885,7.299444444444444,110.2,0.28130671506352084,15.097039348504453
4251,ENDURANCE TRAIL DES CORSAIRES 2018 - ULTRA,24 February 2018,106.5,1800,4251,281,9.396944444444445,9.669166666666667,124.5,0.14457831325301204,12.875980349909506
4252,ENDURANCE TRAIL DES CORSAIRES 2018 - HALF,24 February 2018,47.8,800,4252,254,3.6666666666666665,3.8080555555555557,55.8,0.14336917562724016,14.653147567291558
4253,ESPADAN TRAIL EVENTS 2018 - C17ES,24 February 2018,16.8,1120,4253,96,1.9666666666666666,2.0083333333333333,28.0,0.39999999999999997,13.941908713692946
4254,ESPADAN TRAIL EVENTS 2018 - TES 60 KM,24 February 2018,59.1,3460,4254,120,6.829722222222222,7.191111111111111,93.7,0.36926360725720386,13.029975278121139
4255,ESPADAN TRAIL EVENTS 2018 - UTES 106 KM,24 February 2018,106.9,5840,4255,67,14.967777777777778,16.46611111111111,165.3,0.35329703569267995,10.038800229427444
4256,100KM DEL CARIBE NON STOP 2018,24 February 2018,100.6,3320,4256,50,12.54861111111111,13.376666666666667,133.8,0.24813153961136025,10.002491901320708
4257,GLENDALOUGH CLOVER 2018,24 February 2018,79.8,2740,4257,44,7.333333333333333,7.466666666666667,107.19999999999999,0.2555970149253731,14.357142857142856
4258,THE GAZUNTITE 2018 - 34KM,24 February 2018,34.1,1480,4258,106,3.7883333333333336,3.8958333333333335,48.900000000000006,0.30265848670756645,12.551871657754011
4259,THE GAZUNTITE 2018 - 80KM,24 February 2018,79.6,3070,4259,14,9.704166666666667,10.516666666666667,110.3,0.2783318223028105,10.488114104595878
4260,MAXICROSS 2018 - 10 KM,25 February 2018,10.0,300,4260,401,0.7602777777777778,0.7777777777777778,13.0,0.23076923076923078,16.714285714285715
4261,URBAN-ULTRA HAJAR 50 AND 100 2018 - 100K,16 February 2018,98.7,2970,4261,21,13.720277777777778,16.61861111111111,128.4,0.23130841121495327,7.726277433265917
4262,ULTRA-TRAIL® UNSEEN KOH CHANG 2018 - 70 KM,16 February 2018,65.2,2500,4262,98,12.8625,12.928611111111111,90.2,0.2771618625277162,6.976774165825151
4263,ULTRA-TRAIL® UNSEEN KOH CHANG 2018 - THE JUNGLE 100KM,16 February 2018,94.9,4490,4263,68,14.451944444444445,14.748055555555556,139.8,0.321173104434907,9.47921571581941
4264,ULTRA-TRAIL® UNSEEN KOH CHANG 2018 - 35KM,17 February 2018,36.5,1100,4264,263,4.091388888888889,4.455,47.5,0.23157894736842105,10.662177328843995
4265,TRÓJMIEJSKI ULTRA TRACK 2018 - 65KM,17 February 2018,68.6,2000,4265,395,5.354444444444445,5.418055555555555,88.6,0.22573363431151244,16.352730069213024
4266,TRÓJMIEJSKI ULTRA TRACK 2018 - GRUBA PIETNASTKA,17 February 2018,17.3,570,4266,296,1.1086111111111112,1.1730555555555555,23.0,0.24782608695652175,19.6069145157471
4267,FOURMIDABLE 2018 - FOURMIDABLE 50K,17 February 2018,50.0,1670,4267,149,3.93,4.171111111111111,66.7,0.25037481259370314,15.990942994139585
4268,BLACK CANYON ULTRAS 2018 - 60K,17 February 2018,59.6,750,4268,134,5.061111111111111,5.408888888888889,67.1,0.11177347242921014,12.405505341002463
4269,BLACK CANYON ULTRAS 2018 - 100K,17 February 2018,97.2,1300,4269,352,8.201666666666666,8.8925,110.2,0.11796733212341197,12.3924655608659
4270,ZIMOWY JANOSIK 2018 - ZIMOWY JANOSIK 45+,17 February 2018,46.5,1250,4270,365,4.342222222222222,4.900277777777778,59.0,0.211864406779661,12.040133779264213
4271,ANTELOPE CANYON 2018 - 55 KM,17 February 2018,53.4,850,4271,234,4.2636111111111115,5.281666666666666,61.9,0.1373182552504039,11.71978542126854
4272,CHABOT/REDTAIL RIDGE TRAIL RUN 2018 - 50KM,17 February 2018,50.5,1280,4272,40,3.5475,4.503055555555555,63.3,0.20221169036334916,14.057121707482574
4273,JIMERA TRES TRAILS 2018,17 February 2018,66.9,2810,4273,148,5.418611111111111,5.495555555555556,95.0,0.29578947368421055,17.286696320258795
4274,ARAÇATUBA HALF MARATHON SKYRACE 2018 - 21K,17 February 2018,22.5,1490,4274,121,2.1866666666666665,2.32,37.4,0.39839572192513373,16.120689655172413
4275,ARAÇATUBA HALF MARATHON SKYRACE 2018 - 13K,17 February 2018,12.8,850,4275,131,1.4355555555555555,1.4530555555555555,21.3,0.39906103286384975,14.658765054482892
4276,HAPPY CHINESE NEW YEAR 50 MILER 2018 - 50 MILER,17 February 2018,80.8,1450,4276,8,9.2625,9.2625,95.3,0.1521511017838405,10.288798920377868
4277,LE TRAIL DES RUTHÈNES 2018 - 56 KM,18 February 2018,56.3,2320,4277,82,4.765,4.7775,79.5,0.2918238993710692,16.64050235478807
4278,LE TRAIL DES RUTHÈNES 2018 - 31 KM,18 February 2018,31.0,1250,4278,176,2.398888888888889,2.5277777777777777,43.5,0.28735632183908044,17.208791208791208
4279,LE TRAIL DES RUTHÈNES 2018 - 19 KM,18 February 2018,19.3,630,4279,280,1.3416666666666666,1.3744444444444444,25.6,0.24609374999999997,18.625707356507682
4280,FOURMIDABLE 2018 - FOURMIDABLE 35K,18 February 2018,35.5,1140,4280,114,2.733888888888889,3.2555555555555555,46.9,0.24307036247334757,14.406143344709898
4281,FOURMIDABLE 2018 - FOURMIDABLE HALF-MARATHON,18 February 2018,20.9,710,4281,137,1.8486111111111112,2.243333333333333,28.0,0.25357142857142856,12.481426448736999
4282,SANTO THYRSO ULTRA TRILHOS 2018 - ULTRA TRILHOS,18 February 2018,57.0,2840,4282,220,5.726666666666667,5.853888888888889,85.4,0.3325526932084309,14.58859257853279
4283,SANTO THYRSO ULTRA TRILHOS 2018 - TRILHO LONGO,18 February 2018,32.1,1390,4283,505,2.705277777777778,2.766388888888889,46.0,0.3021739130434783,16.628175519630485
4284,AIM ENERGY ULTRA & WILD TRAIL 2018 - ULTRA,18 February 2018,52.7,2070,4284,423,4.414444444444444,4.431666666666667,73.4,0.2820163487738419,16.562617525385484
4285,SANTO THYRSO ULTRA TRILHOS 2018 - TRILHO CURTO,18 February 2018,16.9,800,4285,689,1.4180555555555556,1.4202777777777778,24.9,0.321285140562249,17.531781732837864
4286,AKAMAS BLOSSOM TRAIL 50K 2018,18 February 2018,52.4,1440,4286,42,4.538333333333333,4.643611111111111,66.8,0.2155688622754491,14.385356224202907
4287,SYDNEY TRAIL SERIES - FEBRUARY 2018 - MANLY DAM - 21KM,18 February 2018,20.6,390,4287,263,1.4544444444444444,1.5833333333333333,24.5,0.15918367346938775,15.473684210526317
4288,UBAYE SNOW TRAIL SALOMON 2018 - PARCOURS ELITE,18 February 2018,21.0,930,4288,316,1.7044444444444444,1.7152777777777777,30.3,0.3069306930693069,17.664777327935223
4289,UBAYE SNOW TRAIL SALOMON 2018 - PARCOURS DÉCOUVERTE / UBAYE SNOW TRAIL SALOMON,18 February 2018,9.0,250,4289,321,0.6322222222222222,0.6561111111111111,11.5,0.21739130434782608,17.527519051651144
4290,GEYIK KOSULARI 1-FEBUARY 2018 - GEYIK KOSULARI 14K,18 February 2018,14.4,430,4290,411,0.9905555555555555,1.0975,18.7,0.22994652406417113,17.03872437357631
4291,GEYIK KOSULARI 1-FEBUARY 2018 - GEYIK KOSULARI 28K,18 February 2018,28.9,850,4291,104,2.2091666666666665,2.2608333333333333,37.4,0.2272727272727273,16.54257279764099
4292,LES TRACES DU NORD BASSE-TERRE 2018 - L'ULTRA-TRAIL®,16 February 2018,155.4,6290,4292,10,29.520555555555557,36.34027777777778,218.3,0.28813559322033894,6.0071087330403214
4293,LES TRACES DU NORD BASSE-TERRE 2018 - 83 KM,17 February 2018,84.8,2660,4293,35,10.894166666666667,10.910277777777777,111.4,0.23877917414721725,10.210555796012935
4294,FOUR LAKES 100 2018,17 February 2018,100.6,8180,4294,87,17.12611111111111,17.703333333333333,182.39999999999998,0.4484649122807018,10.303144417247221
4295,OLD SPANISH TRAIL 50K 2018,17 February 2018,55.2,4270,4295,41,7.5377777777777775,7.720277777777778,97.9,0.43615934627170583,12.680890871802253
4296,ICE TRAIL 2018 - ICE TRAIL 50K,17 February 2018,52.5,210,4296,67,4.370277777777778,4.466388888888889,54.6,0.038461538461538464,12.224640835872878
4297,ICE TRAIL 2018 - SNOW TRAIL 25K,17 February 2018,27.0,320,4297,106,1.8127777777777778,1.846111111111111,30.2,0.10596026490066227,16.35871200722239
4298,MOUNT GLORIOUS MOUNTAIN TRAILS RACE 2018 - 22KM,18 February 2018,22.0,1200,4298,186,1.7344444444444445,1.7522222222222221,34.0,0.35294117647058826,19.403931515535827
4299,GRUISSAN PHOEBUS TRAIL 2018,18 February 2018,50.0,1550,4299,324,3.734722222222222,3.81,65.5,0.2366412213740458,17.191601049868765
4300,ARC OF ATTRITION 2018 - ARC OF ATTRITION 100 MILE,9 February 2018,150.6,4030,4300,52,23.738333333333333,23.74388888888889,190.89999999999998,0.21110529072812992,8.039963499379956
4301,ORCAS ISLAND 100 MILE 2018,9 February 2018,154.6,7040,4301,69,19.656666666666666,20.198055555555555,225.0,0.31288888888888894,11.13968616340957
4302,FUTANGUE CHALLENGE 2018 - 62K,10 February 2018,61.5,2780,4302,51,5.8597222222222225,5.927777777777778,89.3,0.3113101903695409,15.064667291471414
4303,FUTANGUE CHALLENGE 2018 - 21K,10 February 2018,20.6,1150,4303,169,1.7827777777777778,1.9741666666666666,32.1,0.3582554517133956,16.260025327142255
4304,FUTANGUE CHALLENGE 2018 - 33K,10 February 2018,31.8,1960,4304,141,3.636111111111111,3.721388888888889,51.400000000000006,0.38132295719844356,13.812047473314923
4305,FUTANGUE CHALLENGE 2018 - 13K,10 February 2018,13.4,820,4305,193,1.1802777777777778,1.181111111111111,21.6,0.3796296296296296,18.287864534336787
4306,ROCKY RACCOON 2018 - 50 MILE,10 February 2018,81.0,1000,4306,122,7.847777777777778,7.967777777777778,91.0,0.10989010989010989,11.421001255055083
4307,ROCKY RACCOON 2018 - 50K,10 February 2018,50.0,700,4307,163,4.1275,4.328611111111111,57.0,0.12280701754385964,13.168196111146763
4308,MSIG SAI KUNG 50 2018 - 50 KM,10 February 2018,54.2,2890,4308,118,6.035555555555556,6.2716666666666665,83.1,0.34777376654632974,13.250066436353972
4309,GARMIN 100 2018 - 100K SOLO,10 February 2018,106.0,6520,4309,239,17.135277777777777,17.48361111111111,171.2,0.3808411214953271,9.792027454282582
4310,MANAVGAT ULTRA MARATHON 2018 - OYMAPINAR MOUNTAIN COURSE,10 February 2018,36.8,990,4310,44,2.888333333333333,3.461388888888889,46.699999999999996,0.2119914346895075,13.491694085546904
4311,MANAVGAT ULTRA MARATHON 2018,10 February 2018,67.9,1820,4311,40,5.831111111111111,7.023055555555556,86.10000000000001,0.2113821138211382,12.259621089269471
4312,GARMIN 100 2018 - 100K TEAM,10 February 2018,106.0,6520,4312,28,19.815277777777776,20.84138888888889,171.2,0.3808411214953271,8.214423756147623
4313,TARAWERA ULTRAMARATHON 2018 - 85 KM,10 February 2018,85.3,3430,4313,51,8.419722222222223,8.458055555555555,119.6,0.28678929765886285,14.140365857663634
4314,TARAWERA ULTRAMARATHON 2018 - 102 KM,10 February 2018,103.0,3950,4314,389,8.461388888888889,8.609444444444444,142.5,0.2771929824561403,16.551590630444604
4315,TARAWERA ULTRAMARATHON 2018 - 62 KM,10 February 2018,62.7,2790,4315,275,5.605,5.607222222222222,90.6,0.3079470198675497,16.15773308233429
4316,TARAWERA 100 MILE ENDURANCE RUN 2018,10 February 2018,164.1,5520,4316,79,19.642222222222223,20.142222222222223,219.3,0.25170998632010944,10.887577228596646
4317,CARRERA POR MONTAÑA SIERRA BLANCA 2018 - COPA PROVINCIAL DE TRAIL,10 February 2018,14.2,840,4317,342,1.4027777777777777,1.4791666666666667,22.6,0.3716814159292035,15.27887323943662
4318,CARRERA POR MONTAÑA SIERRA BLANCA 2018 - 30 KM,10 February 2018,30.5,2270,4318,267,3.3525,3.5366666666666666,53.2,0.42669172932330823,15.042412818096137
4319,CARRERA POR MONTAÑA SIERRA BLANCA 2018 - 42 KM,10 February 2018,42.6,2860,4319,167,5.23,5.7444444444444445,71.2,0.40168539325842695,12.39458413926499
4320,FUTANGUE CHALLENGE 2018 - 70K,10 February 2018,63.8,2590,4320,29,6.4,6.493055555555555,89.69999999999999,0.28874024526198444,13.814759358288768
4321,WINTER NIGHT TRAIL 2018,10 February 2018,18.5,1240,4321,28,2.22,2.263611111111111,30.9,0.40129449838187703,13.650754693827464
4322,CLOUDLAND CANYON 2018 - 50K,10 February 2018,49.8,1100,4322,136,4.2188888888888885,4.260833333333333,60.8,0.18092105263157895,14.26950909446509
4323,CLOUDLAND CANYON 2018 - HALF-MARATHON,10 February 2018,21.0,900,4323,145,1.7016666666666667,1.806111111111111,30.0,0.3,16.61027376191941
4324,LONE STAR 100 2018 - 100K,10 February 2018,105.1,3950,4324,28,15.16388888888889,17.335,144.6,0.2731673582295989,8.341505624459186
4325,LONE STAR 100 2018 - 100M,10 February 2018,158.6,5930,4325,17,23.638333333333332,27.985555555555557,217.89999999999998,0.2721431849472235,7.786159526739984
4326,KUDAMATSU KASADOJIMA ISLAND TRAIL 2018 - LONG COURSE,11 February 2018,30.6,1560,4326,425,2.8469444444444445,3.0425,46.2,0.3376623376623376,15.184880854560395
4327,BRUNELLO CROSSING 2018,11 February 2018,44.4,1720,4327,266,3.383611111111111,3.473888888888889,61.599999999999994,0.27922077922077926,17.73228850151927
4328,BRUNELLO CROSSING 2018 - HALF BRUNELLO CROSSING,11 February 2018,23.4,950,4328,341,1.708611111111111,1.8327777777777778,32.9,0.2887537993920973,17.950894210366776
4329,TRAIL DO PORTO MONIZ 2018 - LONGO,11 February 2018,24.4,1730,4329,168,2.3094444444444444,2.3561111111111113,41.7,0.4148681055155875,17.698655977363828
4330,TRAIL DO PORTO MONIZ 2018 - TRAIL ULTRA,11 February 2018,47.0,3810,4330,102,5.6563888888888885,5.835,85.1,0.4477085781433608,14.58440445586975
4331,POIARES TRAIL 2018,11 February 2018,33.2,1790,4331,297,3.0652777777777778,3.1166666666666667,51.1,0.350293542074364,16.39572192513369
4332,POIARES TRAIL 2018,11 February 2018,18.9,780,4332,639,1.6972222222222222,1.7008333333333334,26.7,0.29213483146067415,15.698187163155314
4333,VAL MAREMOLA TRAIL 2018 - 27KM,11 February 2018,27.1,1470,4333,287,2.3336111111111113,2.383888888888889,41.8,0.35167464114832536,17.53437427173153
4334,BRECON TO CARDIFF 2018,11 February 2018,69.8,770,4334,253,5.696111111111111,5.805833333333333,77.5,0.09935483870967741,13.348643605569112
4335,TRAIL RUNNING OF MT. CHI WEI 2018 - 25 KM,11 February 2018,25.0,1900,4335,15,5.227777777777778,5.584444444444444,44.0,0.4318181818181818,7.879029048945483
4336,TETELA TRAIL RUN 2018 - 40K,11 February 2018,38.1,1780,4336,41,4.416944444444445,4.585,55.900000000000006,0.3184257602862254,12.191930207197384
4337,TETELA TRAIL RUN 2018 - 20K,11 February 2018,22.4,900,4337,75,3.2333333333333334,3.25,31.4,0.28662420382165604,9.661538461538461
4338,ACONCAGUA ULTRA TRAIL - KUMEN 2018 - 70K,11 February 2018,72.2,2490,4338,41,8.554444444444444,8.600277777777778,97.1,0.2564366632337796,11.290332999580116
4339,ACONCAGUA ULTRA TRAIL - KUMEN 2018 - TRAIL 38K,11 February 2018,38.3,1010,4339,76,3.8055555555555554,3.9919444444444445,48.4,0.20867768595041322,12.124417229142022
4340,OSJ AMANI JUNGLE TRAIL 2018 - 50 KM,11 February 2018,54.5,1740,4340,97,3.991388888888889,4.011388888888889,71.9,0.24200278164116826,17.923966484315493
4341,GEOPARKTRAIL 2018 - GEOPARKTRAIL 30K,8 February 2018,27.4,510,4341,212,2.5211111111111113,2.5480555555555555,32.5,0.15692307692307692,12.754823939823394
4342,GEOPARKTRAIL 2018 - GEOPARKTRAIL 60K,8 February 2018,67.1,1930,4342,37,6.858888888888889,6.91,86.39999999999999,0.22337962962962965,12.503617945007234
4343,ADN TRAIL 2018 - 15K - ADN TRAIL,10 February 2018,13.8,770,4343,126,1.0261111111111112,1.0272222222222223,21.5,0.3581395348837209,20.930232558139533
4344,ADN TRAIL 2018 - 30K - ADN TRAIL,10 February 2018,31.6,1350,4344,121,2.5225,2.5769444444444445,45.1,0.29933481152993346,17.501347418346448
4345,ADN TRAIL 2018 - 75K,10 February 2018,75.1,3730,4345,29,8.217777777777778,8.425555555555556,112.39999999999999,0.3318505338078292,13.340366609521295
4346,GOLDEN GATE TRAIL RUN WINTER 2018 - 50K,10 February 2018,51.2,2010,4346,40,5.131111111111111,5.131111111111111,71.30000000000001,0.2819074333800841,13.895625812039846
4347,GENARO TRAIL 2018 - TRAIL,11 February 2018,47.8,1240,4347,96,3.9583333333333335,4.14,60.199999999999996,0.20598006644518274,14.541062801932368
4348,GENARO TRAIL 2018 - ADVANCE,11 February 2018,20.1,660,4348,108,1.505,1.5327777777777778,26.700000000000003,0.24719101123595502,17.41935483870968
4349,TRAIL DE BORMES LES MIMOSAS 2018 - LE 30 BORMES,11 February 2018,30.3,1410,4349,176,2.8941666666666666,3.053888888888889,44.4,0.31756756756756754,14.538839366927414
4350,TRAIL DE BORMES LES MIMOSAS 2018 - LES 3 COLS,11 February 2018,19.6,930,4350,421,1.6883333333333332,1.7083333333333333,28.900000000000002,0.3217993079584775,16.917073170731708
4351,LE TREG® ENNEDI TRAIL 2018 - LE TREG®,31 January 2018,180.7,2090,4351,21,28.766666666666666,30.416666666666668,201.6,0.10367063492063491,6.627945205479452
4352,LE TREG® ENNEDI TRAIL 2018 - LE HALF TREG®,31 January 2018,93.1,1040,4352,10,16.35,20.066666666666666,103.5,0.10048309178743961,5.157807308970099
4353,LE TREG® ENNEDI TRAIL 2018 - LE TREG® MARATHON,31 January 2018,55.0,690,4353,6,5.616666666666666,7.35,61.9,0.11147011308562198,8.421768707482993
4354,PASO VURILOCHE PATAGONIA 2018 - ULTRA MARATHON+,2 February 2018,84.2,3340,4354,44,11.525555555555556,11.766944444444444,117.6,0.28401360544217685,9.994098345175987
4355,PASO VURILOCHE PATAGONIA 2018 - ULTRA MARATHON,2 February 2018,61.0,2660,4355,13,7.296388888888889,8.526388888888889,87.6,0.3036529680365297,10.273985991203778
4356,PASO VURILOCHE PATAGONIA 2018 - TRAIL,2 February 2018,35.4,1890,4356,100,4.010277777777778,4.6097222222222225,54.3,0.34806629834254144,11.779451642060861
4357,ELEPHANT MOUNTAIN TRAIL RUNS 2018 - 22 KM,3 February 2018,21.6,560,4357,96,1.6427777777777777,1.8388888888888888,27.200000000000003,0.20588235294117643,14.791540785498492
4358,ELEPHANT MOUNTAIN TRAIL RUNS 2018 - 35 KM,3 February 2018,34.4,870,4358,61,2.573888888888889,2.5866666666666664,43.099999999999994,0.20185614849187936,16.662371134020617
4359,ELEPHANT MOUNTAIN TRAIL RUNS 2018 - 50 KM,3 February 2018,49.4,1370,4359,52,4.906666666666666,4.9719444444444445,63.099999999999994,0.21711568938193346,12.691211799541872
4360,THE NORTH FACE 100 THAILAND 2018 - 100 KM,3 February 2018,102.2,1920,4360,143,9.777222222222223,9.80861111111111,121.4,0.15815485996705106,12.376879725864463
4361,THE NORTH FACE 100 THAILAND 2018 - 50 KM,3 February 2018,51.1,960,4361,232,4.030833333333334,4.1802777777777775,60.7,0.15815485996705106,14.52056615057479
4362,THE NORTH FACE 100 THAILAND 2018 - 75 KM,3 February 2018,74.9,1540,4362,31,7.535277777777778,7.770277777777777,90.30000000000001,0.1705426356589147,11.621206163085835
4363,COASTAL TRAIL SERIES - SOUTH DEVON 2018 - ULTRA,3 February 2018,54.4,1470,4363,60,5.563888888888889,5.726111111111111,69.1,0.21273516642547033,12.067526923450082
4364,ORCAS ISLAND 50K 2018,3 February 2018,51.1,2360,4364,180,4.899444444444445,4.926388888888889,74.7,0.31593038821954483,15.163236537919369
4365,ULTRA-TRAIL® MONTNEGRE-CORREDOR 2018 - UTMC,3 February 2018,95.1,4100,4365,110,9.733888888888888,9.786111111111111,136.1,0.3012490815576782,13.907465228498438
4366,ROCKY RACCOON 2018 - 100 MILE,3 February 2018,158.2,1970,4366,201,14.876944444444444,15.393333333333333,177.89999999999998,0.1107363687464868,11.556951061065396
4367,THE PILGRIM CHALLENGE 2018 - 66 MILES - 2 DAYS,3 February 2018,107.6,1680,4367,181,9.155,9.29111111111111,124.39999999999999,0.13504823151125403,13.389141353743124
4368,CHOTA TRAIL 2018 - 100KM,3 February 2018,108.1,8210,4368,13,18.033333333333335,21.166666666666668,190.2,0.4316508937960042,8.985826771653542
