event_id,event,year,distance_km,elevation_gain_m,km_effort,vertical_share,race_constant,constant_min,constant_max,label_count,constant_relative_spread
chianti_2025_utcc,Chianti Ultra Trail by UTMB - Ultra Trail Chianti Castles,2025,123.0,5380,176.8,0.3042986425339366,9676.773333333333,9676.773333333333,9676.773333333333,1,0.0
javelina_2025_100m,Javelina Jundred 100 Mile,2025,160.9,1931,180.21,0.10715276621719104,11310.847777777777,11310.847777777777,11310.847777777777,1,0.0
occ_2025,OCC UTMB Mont-Blanc alternate course,2025,61.0,3400,95.0,0.35789473684210527,4765.497083333333,4765.330555555555,4765.66361111111,2,6.988894332129767e-05
utmb_2025,UTMB Mont-Blanc,2025,174.0,9900,273.0,0.3626373626373626,18659.363333333335,18659.363333333335,18659.363333333335,1,0.0
wmtrc_2023_long,WMTRC Innsbruck-Stubai Long Trail,2023,86.9,6500,151.9,0.4279131007241606,9260.064444444444,9256.81111111111,9267.037499999999,20,0.0011043539653791095
wmtrc_2023_short,WMTRC Innsbruck-Stubai Short Trail,2023,45.0,3121,76.21000000000001,0.4095263088833486,4065.9750000000004,4017.0833333333335,4070.6166666666663,20,0.0131661737549623
wmtrc_2025_long,WMTRC Canfranc Long Trail,2025,81.2,5413,135.33,0.3999852213108697,8330.349166666667,8328.797222222222,8331.90111111111,2,0.00037260009476059364
wmtrc_2025_short,WMTRC Canfranc Short Trail,2025,44.5,3657,81.07,0.4510916491920563,4448.3388888888885,4448.3388888888885,4448.3388888888885,1,0.0
